q_id,q_status,q_date,q_year,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,prop_year,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3
W1-068,withdrawn,4/16/2010,2010,,2/20/2014,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Quinton Township,4/1/2011,2011,Facility Study,Facility Study,Solar,Solar,,,20,,
A13,withdrawn,11/26/1997,1997,,,,PJM,Mantua Creek Generating Station,,AEC,gloucester,,,NJ,PJM,Capacity,Mickleton 230 kV,6/1/2004,2004,IA Executed,IA Executed,Gas,Gas,,,803,,
W4-068,withdrawn,1/31/2011,2011,,3/17/2015,,PJM,White Township Solar Farm,,JCPL,warren,,,NJ,PJM,Capacity,Hazen-Pequest River 34.5kV,12/31/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,8,,
AF2-443,withdrawn,3/31/2020,2020,,7/25/2022,,PJM,,,JCPL,sussex,,,NJ,PJM,Energy,Vernon 115 kV,5/31/2023,2023,System Impact Study,System Impact Study,Unknown,Unknown,,,0,,
Y3-108,withdrawn,4/30/2013,2013,,11/20/2013,,PJM,,,PSEG,union,,,NJ,PJM,Capacity,Linden 230kV,3/1/2014,2014,Feasibility Study,Feasibility Study,Gas,Gas,,,110,,
AG2-532,active,3/31/2021,2021,,,,PJM,,,JCPL,warren,,,NJ,PJM,Energy,Newburgh-Newburgh Tap 34.5 kV,8/31/2022,2022,In Progress,Feasibility Study,Battery,Battery,,,20,,
W3-049,withdrawn,8/31/2010,2010,,2/23/2011,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Carneys Point 12kV,5/31/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,10,,
AG2-224,withdrawn,3/10/2021,2021,,5/30/2023,,PJM,,,PSEG,essex,,,NJ,PJM,Capacity,Essex 230 kV,12/31/2022,2022,Withdrawn,Feasibility Study,Battery,Battery,,,90,,
V4-029,withdrawn,12/7/2009,2009,,9/17/2013,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Mannington Township,5/31/2011,2011,Facility Study,Facility Study,Solar,Solar,,,20,,
W2-087,withdrawn,7/30/2010,2010,,6/16/2011,,PJM,,,PSEG,burlington,,,NJ,PJM,Capacity,Mt. Holly 26kV,6/1/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,10,,
AG2-172,active,2/26/2021,2021,,,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Kittatinny 230 kV,6/1/2022,2022,In Progress,Feasibility Study,Hydro,Hydro,,,30,,
X1-104,withdrawn,4/29/2011,2011,,9/6/2011,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Baptistown-Frenchtown 34.5kV,2/28/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,3,,
W2-084,withdrawn,7/30/2010,2010,,2/19/2013,,PJM,Roberts Solar Farm,,JCPL,sussex,,,NJ,PJM,Capacity,Branchville-Holiday Lakes 34.5kV,6/30/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,10,,
Q86,withdrawn,7/31/2006,2006,,4/2/2009,,PJM,,,PSEG,hudson,,,NJ,PJM,Capacity,Hudson - Essex 230kV,5/31/2010,2010,System Impact Study,System Impact Study,Gas,Gas,,,455,,
AH2-378A,active,3/10/2022,2022,,,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Monroe 138kV,12/31/2025,2025,In Progress,Feasibility Study,Battery,Battery,,,200,,
W3-006,withdrawn,8/5/2010,2010,,3/7/2011,,PJM,,,JCPL,morris,,,NJ,PJM,Capacity,Newburgh 12kV,6/1/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,5,,
AB1-145,withdrawn,10/30/2015,2015,,12/11/2017,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,Winslow 12kV,12/23/2016,2016,Facility Study,Facility Study,Solar,Solar,,,3,,
AF1-222,withdrawn,9/27/2019,2019,,8/28/2023,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Oceanview Wind 2 230 kV,12/30/2025,2025,System Impact Study,System Impact Study,Offshore Wind,Offshore Wind,,,510,,
W1-102,withdrawn,4/30/2010,2010,,6/1/2010,,PJM,,,PSEG,burlington,,,NJ,PJM,Capacity,Southampton 13kV,2/1/2011,2011,Withdrawn,Withdrawn,Solar,Solar,,,2,,
W1-059,withdrawn,3/24/2010,2010,,4/19/2012,,PJM,,,JCPL,morris,,,NJ,PJM,Capacity,Denville,6/1/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,2,,
R11,withdrawn,9/20/2006,2006,,11/27/2019,,PJM,Gateway Energy Center,,JCPL,middlesex,,,NJ,PJM,Capacity,South River 230 kV,5/16/2020,2020,IA Executed,IA Executed,Gas,Gas,,,440,,
AB1-094,withdrawn,10/5/2015,2015,,10/12/2015,,PJM,,,AEC,cape may,,,NJ,PJM,Energy,Rio Grande 12kV,12/1/2015,2015,Withdrawn,Withdrawn,Gas,Gas,,,1,,
A50,withdrawn,2/3/1999,1999,,,,PJM,,,PSEG,hudson,,,NJ,PJM,Energy,Bayonne,12/1/2005,2005,System Impact Study,System Impact Study,Gas,Gas,,,60,,
X2-078,withdrawn,7/29/2011,2011,,5/11/2012,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Energy,Ringoes,12/31/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,0,,
AH1-077,active,7/30/2021,2021,,,,PJM,,,AEC,burlington,,,NJ,PJM,Capacity,TBD 34.5 kV,8/9/2021,2021,In Progress,Feasibility Study,Solar,Solar,,,3,,
W3-125,withdrawn,10/29/2010,2010,,3/8/2011,,PJM,,,PSEG,gloucester,,,NJ,PJM,Capacity,Eagle Point 230kV,6/1/2011,2011,Feasibility Study,Feasibility Study,Gas,Gas,,,28,,
AG2-533,active,3/31/2021,2021,,,,PJM,,,JCPL,warren,,,NJ,PJM,Energy,Newburgh-Pohatcong 34.5 kV,8/31/2021,2021,In Progress,Feasibility Study,Battery,Battery,,,20,,
V3-050,withdrawn,10/12/2009,2009,,8/5/2011,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Penns Neck 13kV,9/1/2011,2011,System Impact Study,System Impact Study,Gas,Gas,,,5,,
X1-093,withdrawn,4/29/2011,2011,,9/9/2011,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Pequest 12kV,1/31/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,4,,
W1-122,withdrawn,4/30/2010,2010,,3/7/2014,,PJM,Lower Unionville Road Solar Farm,,JCPL,sussex,,,NJ,PJM,Capacity,Wantage 12.47kV,12/31/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,5,,
AH1-274,active,9/9/2021,2021,,,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Monroe – North Central 69kV,12/23/2022,2022,In Progress,Feasibility Study,Solar,Solar,,,17,,
W4-034,withdrawn,12/28/2010,2010,,9/1/2011,,PJM,,,PSEG,essex,,,NJ,PJM,Energy,Essex 26.4kV,3/1/2011,2011,System Impact Study,System Impact Study,Gas,Gas,,,3,,
X1-081,withdrawn,4/28/2011,2011,,9/8/2011,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Andover 12kV,12/31/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,4,,
AE2-317,withdrawn,3/30/2019,2019,,4/7/2020,,PJM,,,JCPL,atlantic,,,NJ,PJM,Capacity,Pequest River 115 kV,6/30/2022,2022,System Impact Study,System Impact Study,Solar,Solar,,,80,,
AA2-114,withdrawn,4/28/2015,2015,,5/2/2016,,PJM,,,JCPL,union,,,NJ,PJM,Energy,Furnace Brook-Hazen Switch Point 34kV,4/1/2016,2016,System Impact Study,System Impact Study,Battery,Battery,,,20,,
AA2-126,withdrawn,4/30/2015,2015,,6/5/2015,,PJM,,,PSEG,gloucester,,,NJ,PJM,Energy,Thorofare 13kV,4/1/2016,2016,Withdrawn,Withdrawn,Battery,Battery,,,5,,
W2-047,withdrawn,6/30/2010,2010,,5/15/2014,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Oldmans Township,8/31/2011,2011,Facility Study,Facility Study,Solar,Solar,,,8,,
V4-065,withdrawn,1/27/2010,2010,,2/8/2011,,PJM,Edison Project,,PSEG,middlesex,,,NJ,PJM,Capacity,Meadow Road 13kV,8/30/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,10,,
W3-157,withdrawn,10/29/2010,2010,,7/18/2013,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Stow Creek Township 12kV,12/31/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,2,,
R39,withdrawn,11/10/2006,2006,,12/2/2008,,PJM,,,JCPL,middlesex,,,NJ,PJM,Capacity,Red Oak 230kV,8/1/2009,2009,System Impact Study,System Impact Study,Gas,Gas,,,300,,
X1-091,withdrawn,4/29/2011,2011,,10/6/2011,,PJM,,,AEC,cumberland,,,NJ,PJM,Energy,Bridgeton 12kV,8/31/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,2,,
AF2-019,active,11/15/2019,2019,,,,PJM,,,AEC,cape may,,,NJ,PJM,Capacity,Middle 69 kV,6/1/2021,2021,System Impact Study,System Impact Study,Battery,Battery,,,20,,
AE2-097,withdrawn,2/28/2019,2019,,8/14/2019,,PJM,,,PSEG,burlington,,,NJ,PJM,Energy,Levittown 13.2 kV,3/2/2020,2020,System Impact Study,System Impact Study,Solar,Solar,,,2,,
AH1-641,active,9/14/2021,2021,,,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Churchtown - Upper Pittsgrove 138kV,12/31/2023,2023,In Progress,Feasibility Study,Solar,Solar,,,15,,
W3-004,withdrawn,8/3/2010,2010,,3/11/2011,,PJM,,,PSEG,bergen,,,NJ,PJM,Capacity,Ridgefield 13kV,1/15/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,1,,
AE1-244,withdrawn,9/28/2018,2018,,12/19/2019,,PJM,,,JCPL,atlantic,,,NJ,PJM,Energy,Gilbert Storage 34.5 kV,9/30/2020,2020,System Impact Study,System Impact Study,Battery,Battery,,,20,,
AF1-008,withdrawn,4/2/2019,2019,,5/6/2019,,PJM,,,JCPL,morris,,,NJ,PJM,Capacity,CPV NJ Solar,12/31/2019,2019,Withdrawn,Withdrawn,Solar,Solar,,,20,,
X3-026,withdrawn,8/29/2011,2011,,3/12/2012,,PJM,,,AEC,atlantic,,,NJ,PJM,Energy,Buena Vista Township 12kV,12/31/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,1,,
AE1-203,withdrawn,9/26/2018,2018,,9/30/2019,,PJM,,,JCPL,sussex,,,NJ,PJM,Energy,Iliff 12.47 kV,9/30/2019,2019,System Impact Study,System Impact Study,Battery,Battery,,,4,,
W3-165,withdrawn,10/29/2010,2010,,8/15/2011,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Upper Pittsgrove 138kV 3,12/31/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,20,,
W2-035,withdrawn,6/16/2010,2010,,2/3/2014,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Cohansey Road,9/1/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,16,,
AB2-008,withdrawn,11/30/2015,2015,,10/10/2016,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Edison 138kV,5/31/2020,2020,Feasibility Study,Feasibility Study,Gas,Gas,,,105,,
P07,withdrawn,9/9/2005,2005,,6/16/2006,,PJM,,,AEC,cape may,,,NJ,PJM,Capacity,Middle 138kV,12/31/2008,2008,Feasibility Study,Feasibility Study,Gas,Gas,,,122,,
W1-095,withdrawn,4/29/2010,2010,,1/13/2011,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Buena 12kV,7/21/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,18,,
AB2-066,withdrawn,3/31/2016,2016,,11/18/2016,,PJM,,,JCPL,monmouth,,,NJ,PJM,Energy,Crawfords Corner 23kV,7/31/2016,2016,System Impact Study,System Impact Study,Battery,Battery,,,0,,
X2-056,withdrawn,6/30/2011,2011,,1/11/2012,,PJM,,,AEC,cumberland,,,NJ,PJM,Energy,Greenwich 12kV,12/31/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,2,,
AB2-094,withdrawn,4/26/2016,2016,,11/23/2016,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Energy,Warren Glen Switch Point 34kV,12/31/2017,2017,System Impact Study,System Impact Study,Battery,Battery,,,20,,
AB2-122,withdrawn,4/28/2016,2016,,5/5/2020,,PJM,Winzinger Egg Harbor Solar Project,,AEC,atlantic,,,NJ,PJM,Capacity,Egg Harbor 12kV,9/4/2021,2021,Facility Study,Facility Study,Solar,Solar,,,2,,
AG2-177,active,2/26/2021,2021,,,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Limecrest-Woodruff's Gap 34.5 kV,2/23/2022,2022,In Progress,Feasibility Study,Solar,Solar,,,8,,
AF1-081,withdrawn,8/28/2019,2019,,2/27/2020,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Cumberland 230 kV,6/30/2022,2022,Feasibility Study,Feasibility Study,Solar,Solar,,,160,,
V2-013,withdrawn,6/11/2009,2009,,1/11/2013,,PJM,Farmingdale Solar,,JCPL,monmouth,,,NJ,PJM,Capacity,Farmingdale 12.47kV,4/1/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,1,,
W3-075,withdrawn,9/30/2010,2010,,8/12/2011,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Orchard 230kV,6/1/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,20,,
AC1-199,withdrawn,10/31/2016,2016,,12/3/2018,,PJM,Mercer 480v I,,PSEG,mercer,,,NJ,PJM,Energy,Mercer 480v I,1/31/2018,2018,System Impact Study,System Impact Study,Gas,Gas,,,0,,
AC1-010,active,6/21/2016,2016,,,,PJM,National Park NJ,,PSEG,gloucester,,,NJ,PJM,Capacity,Gloucester 26kV,12/15/2024,2024,IA Executed,IA Executed,Solar,Solar,,,6,,
AC1-016,withdrawn,7/13/2016,2016,,,,PJM,Burlington 26 kV Solar,,PSEG,burlington,,,NJ,PJM,Capacity,Burlington 26 kV,3/31/2021,2021,System Impact Study,System Impact Study,Solar,Solar,,,9,,
AC1-019,withdrawn,7/13/2016,2016,,1/22/2018,,PJM,Lake Nelson 13 kV Solar,,PSEG,middlesex,,,NJ,PJM,Capacity,Lake Nelson 13 kV,11/30/2018,2018,System Impact Study,System Impact Study,Solar,Solar,,,1,,
AI1-137,active,9/9/2022,2022,,,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Greystone - Portland 230 kV,9/29/2025,2025,In Progress,Feasibility Study,Solar,Solar,,,155,,
X2-074,withdrawn,7/25/2011,2011,,5/8/2012,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,Gibbsboro 12kV,9/1/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,1,,
U2-045,withdrawn,6/20/2008,2008,,3/12/2019,,PJM,Fishermen's Atlantic City Windfarm (FACW),,AEC,cape may,,,NJ,PJM,Capacity,Huron 69kV,1/27/2019,2019,IA Executed,IA Executed,Offshore Wind,Offshore Wind,,,20,,
W3-076,withdrawn,9/30/2010,2010,,12/7/2015,,PJM,South Main Street Solar Farm,,JCPL,warren,,,NJ,PJM,Capacity,Morris Park-Stewartsville 34.5kV,12/31/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,17,,
V2-018,withdrawn,6/17/2009,2009,,12/20/2010,,PJM,,,AEC,cape may,,,NJ,PJM,Capacity,Tuckahoe,11/1/2010,2010,System Impact Study,System Impact Study,Solar,Solar,,,20,,
V4-017,withdrawn,11/25/2009,2009,,2/15/2012,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Woodruffs Gap 345kV,9/30/2010,2010,System Impact Study,System Impact Study,Solar,Solar,,,4,,
W3-092,withdrawn,10/21/2010,2010,,2/24/2011,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Carneys Point 12kV 2,12/31/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,3,,
A17,withdrawn,5/8/1998,1998,,10/10/2003,,PJM,,,PSEG,union,,,NJ,PJM,Capacity,Linden 230 kV,5/1/2006,2006,Facility Study,Facility Study,Gas,Gas,,,300,,
AC1-198,withdrawn,10/31/2016,2016,,12/3/2018,,PJM,Union 480v,,PSEG,union,,,NJ,PJM,Energy,Union 480v,12/29/2017,2017,System Impact Study,System Impact Study,Gas,Gas,,,0,,
AG2-204,active,3/4/2021,2021,,,,PJM,,,PSEG,essex,,,NJ,PJM,Capacity,Athenia 26 kV,10/31/2022,2022,In Progress,Feasibility Study,Battery,Battery,,,20,,
AG2-046,withdrawn,11/17/2020,2020,,12/11/2020,,PJM,,,PSEG,atlantic,,,NJ,PJM,Energy,,7/31/2022,2022,Withdrawn,Withdrawn,Solar,Solar,,,0,,
X1-008,withdrawn,2/11/2011,2011,,1/31/2012,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Mansfield,10/1/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,8,,
X1-050,withdrawn,3/31/2011,2011,,9/24/2012,,PJM,,,PSEG,burlington,,,NJ,PJM,Capacity,Lumberton 69kV,12/31/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,10,,
X1-005,withdrawn,2/11/2011,2011,,11/21/2013,,PJM,Meadows at Mansfield Solar Farm,,JCPL,warren,,,NJ,PJM,Capacity,Port Murray,12/31/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,10,,
U1-097,withdrawn,4/30/2008,2008,,12/9/2008,,PJM,,,PSEG,essex,,,NJ,PJM,Capacity,Essex 230kV,6/1/2011,2011,Feasibility Study,Feasibility Study,Gas,Gas,,,100,,
AC1-020,withdrawn,7/13/2016,2016,,5/31/2017,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Kittatinny-Newton 34.5 kV,9/1/2016,2016,System Impact Study,System Impact Study,Solar,Solar,,,12,,
X2-017,withdrawn,5/24/2011,2011,,5/8/2012,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Elk Township 12kV #1,2/28/2013,2013,System Impact Study,System Impact Study,Solar,Solar,,,10,,
AA1-104,withdrawn,10/30/2014,2014,,11/20/2018,,PJM,,,AEC,gloucester,,,NJ,PJM,Energy,Mickleton 230kV,6/30/2017,2017,System Impact Study,System Impact Study,Battery,Battery,,,20,,
AB2-163,withdrawn,4/29/2016,2016,,6/28/2016,,PJM,,,AEC,camden,,,NJ,PJM,Energy,Sicklerville 12kV,12/31/2016,2016,Withdrawn,Withdrawn,Gas,Gas,,,0,,
W1-085,withdrawn,4/29/2010,2010,,1/24/2014,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Millville 1 69kV,10/11/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,20,,
AD1-019,withdrawn,5/24/2017,2017,,3/8/2022,,PJM,,,AEC,atlantic,,,NJ,PJM,Energy,Ontario 23 kV,6/3/2019,2019,System Impact Study,System Impact Study,Gas,Gas,,,8,,
AG1-255,withdrawn,9/26/2020,2020,,9/12/2023,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Churchtown-Quinton 69 kV,12/31/2023,2023,System Impact Study,System Impact Study,Solar+Battery,Solar,Battery,,55,,
AD1-028,withdrawn,7/11/2017,2017,,12/18/2018,,PJM,Old Bridge Fuel Cell,,JCPL,middlesex,,,NJ,PJM,Energy,Home DepotNJ #957 - Old Bridge,3/31/2020,2020,System Impact Study,System Impact Study,Solar,Solar,,,0,,
AD1-030,withdrawn,7/20/2017,2017,,8/9/2017,,PJM,,,PSEG,burlington,,,NJ,PJM,Capacity,Camden 26 kV II,5/31/2018,2018,Withdrawn,Withdrawn,Solar,Solar,,,7,,
W4-065,withdrawn,1/31/2011,2011,,5/3/2016,,PJM,Layton Road Solar Farm,,JCPL,sussex,,,NJ,PJM,Capacity,Sussex 12kV,12/31/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,3,,
AD2-064,withdrawn,2/27/2018,2018,,6/16/2020,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,Tansboro 12kV,12/1/2019,2019,Facility Study,Facility Study,Solar,Solar,,,1,,
W4-014,withdrawn,11/29/2010,2010,,1/21/2015,,PJM,Stewartsville II Solar Farm,,JCPL,warren,,,NJ,PJM,Capacity,Stewartsville-Captive Plastics 34.5kV,12/31/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,17,,
AE2-095,withdrawn,2/28/2019,2019,,4/4/2019,,PJM,,,PSEG,mercer,,,NJ,PJM,Energy,Hopewell 26 kV,3/2/2020,2020,Withdrawn,Withdrawn,Solar+Battery,Solar,Battery,,2,,
U1-056,withdrawn,3/28/2008,2008,,7/14/2014,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Lewis 138kV,4/1/2014,2014,Facility Study,Facility Study,Offshore Wind,Offshore Wind,,,350,,
AB1-002,withdrawn,5/1/2015,2015,,4/25/2016,,PJM,,,JCPL,middlesex,,,NJ,PJM,Capacity,Atlantic-South River 230kV,6/1/2019,2019,Feasibility Study,Feasibility Study,Gas,Gas,,,909,,
U2-047,withdrawn,6/23/2008,2008,,8/18/2009,,PJM,,,PSEG,unknown,,,NJ,PJM,Energy,Deans 500kV,12/1/2013,2013,Feasibility Study,Feasibility Study,Unknown,Unknown,,,0,,
V4-040,withdrawn,12/22/2009,2009,,5/28/2010,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Orchard 230kV,6/1/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,20,,
X2-098,withdrawn,7/29/2011,2011,,8/23/2011,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Lopatcong #2,7/31/2013,2013,Withdrawn,Withdrawn,Solar,Solar,,,10,,
W1-125,withdrawn,4/30/2010,2010,,8/26/2010,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Mannington Township 2 12kV,7/1/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,12,,
W4-055,withdrawn,1/28/2011,2011,,12/13/2011,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Morris Park 12kV,10/1/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,8,,
AD2-069,withdrawn,2/28/2018,2018,,6/21/2019,,PJM,,,PSEG,burlington,,,NJ,PJM,Capacity,Cox's Corner 13 kV,9/30/2019,2019,Feasibility Study,Feasibility Study,Solar,Solar,,,3,,
AD1-012,withdrawn,4/3/2017,2017,,6/1/2017,,PJM,,,JCPL,middlesex,,,NJ,PJM,Energy,Cheesequake 12.5 kV,3/31/2018,2018,Withdrawn,Withdrawn,Gas,Gas,,,0,,
W3-033,withdrawn,8/31/2010,2010,,10/1/2014,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Egg Harbor Township 1,3/31/2018,2018,Facility Study,Facility Study,Other,Methane,,,8,,
AA1-108,withdrawn,10/30/2014,2014,,2/7/2019,,PJM,Deepwater,,AEC,salem,,,NJ,PJM,Capacity,Churchtown 230kV,12/1/2021,2021,IA Executed,IA Executed,Gas,Gas,,,158,,
S107,withdrawn,7/31/2007,2007,,7/16/2013,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Mickleton 230kV,6/1/2015,2015,Facility Study,Facility Study,Gas,Gas,,,520,,
AD2-135,active,3/23/2018,2018,,,,PJM,Monroe-Sicklerville Road LF Solar,,AEC,gloucester,,,NJ,PJM,Capacity,Williamstown 12kV,3/1/2025,2025,Facility Study,Facility Study,Solar,Solar,,,2,,
AD2-171,withdrawn,3/28/2018,2018,,11/25/2020,,PJM,,,PSEG,hunterdon,,,NJ,PJM,Capacity,Branchburg-Alburtis 500kV,6/1/2023,2023,System Impact Study,System Impact Study,Gas,Gas,,,700,,
W2-083,withdrawn,7/30/2010,2010,,12/7/2015,,PJM,Perotti Solar Farm,,JCPL,hunterdon,,,NJ,PJM,Capacity,Frenchtown-Rosemont 34.5kV,6/30/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,17,,
AF2-025,active,11/15/2019,2019,,,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Missouri Ave 69 kV,6/1/2021,2021,System Impact Study,System Impact Study,Battery,Battery,,,20,,
AC1-196,withdrawn,10/31/2016,2016,,11/22/2016,,PJM,,,AEC,gloucester,,,NJ,PJM,Energy,Mantua 12kV,6/30/2017,2017,Withdrawn,Withdrawn,Gas,Gas,,,0,,
AD2-210,withdrawn,3/30/2018,2018,,11/1/2023,,PJM,South Jefferson Road Storage,,JCPL,morris,,,NJ,PJM,Energy,Cedar Knolls 12.5 kV,12/31/2020,2020,System Impact Study,System Impact Study,Battery,Battery,,,2,,
AD2-213,active,3/31/2018,2018,,,,PJM,Justin Court Energy Storage,,JCPL,hunterdon,,,NJ,PJM,Energy,East Flemington-Lebanon 34.5 kV,7/14/2023,2023,IA Executed,IA Executed,Battery,Battery,,,20,,
AB1-168,withdrawn,10/30/2015,2015,,12/11/2017,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,Berlin 12kV,3/31/2017,2017,Facility Study,Facility Study,Solar,Solar,,,5,,
AA2-125,withdrawn,4/29/2015,2015,,9/9/2015,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Edison 138kV,5/31/2017,2017,System Impact Study,System Impact Study,Gas,Gas,,,580,,
T57,withdrawn,9/21/2007,2007,,2/7/2008,,PJM,,,AEC,cape may,,,NJ,PJM,Capacity,Middle,4/1/2009,2009,Feasibility Study,Feasibility Study,Other,Oil,,,22,,
AE1-061,withdrawn,7/30/2018,2018,,4/28/2023,,PJM,Panther Branch Storage,,AEC,atlantic,,,NJ,PJM,Capacity,Minotola 12 kV,4/1/2025,2025,System Impact Study,System Impact Study,Battery,Battery,,,6,,
AE1-063,withdrawn,7/30/2018,2018,,3/27/2019,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Buckeye-Ringoes 34.5 kV,11/29/2019,2019,Feasibility Study,Feasibility Study,Solar,Solar,,,3,,
AG1-510,active,9/30/2020,2020,,,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Kittatinny-Blairstown 34.5 kV,6/1/2024,2024,System Impact Study,System Impact Study,Solar+Battery,Solar,Battery,,20,,
W3-038,withdrawn,8/31/2010,2010,,5/9/2012,,PJM,Trotter Property,,PSEG,burlington,,,NJ,PJM,Capacity,Lumberton 13kV,6/30/2013,2013,System Impact Study,System Impact Study,Solar,Solar,,,5,,
AE1-126,withdrawn,9/19/2018,2018,,10/1/2018,,PJM,,,PSEG,bergen,,,NJ,PJM,Capacity,Kingsland 26 kV,11/29/2019,2019,Withdrawn,Withdrawn,Solar,Solar,,,20,,
AC1-200,withdrawn,10/31/2016,2016,,12/3/2018,,PJM,Mercer 480v II,,PSEG,mercer,,,NJ,PJM,Energy,Mercer 480v II,2/28/2018,2018,System Impact Study,System Impact Study,Gas,Gas,,,0,,
X3-011,withdrawn,8/15/2011,2011,,7/21/2015,,PJM,Beidelman Solar Farm,,JCPL,warren,,,NJ,PJM,Capacity,Franklin #2,6/30/2015,2015,System Impact Study,System Impact Study,Solar,Solar,,,5,,
W1-038,withdrawn,2/26/2010,2010,,8/31/2010,,PJM,,,PSEG,bergen,,,NJ,PJM,Capacity,Fairlawn 138kV,1/1/2011,2011,Feasibility Study,Feasibility Study,Gas,Gas,,,10,,
AE1-156,active,9/24/2018,2018,,,,PJM,Quakertown Solar Farm,,JCPL,hunterdon,,,NJ,PJM,Capacity,Quakertown Solar II 34.5 kV,12/31/2023,2023,IA Executed,IA Executed,Solar,Solar,,,8,,
